order_id;employee_id;order_items;cost;order_time
76;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,fountain drink,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,french fries,french fries,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};65.88999999999999;09/13/2022
77;928006887;{french fries,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,lettuce,grilled chicken,croutons,ceasar dressing,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};70.13;09/13/2022
78;529006731;{buns,beef,lettuce,onions,tomatoes,buns,beef,lettuce,onions,tomatoes,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};51.66999999999999;09/13/2022
79;928006887;{fountain drink,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};37.78;09/13/2022
80;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};15.649999999999999;09/13/2022
81;529006731;{buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink};13.559999999999999;09/13/2022
82;529006731;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink};15.959999999999999;09/13/2022
83;928006887;{buns,beef,lettuce,onions,tomatoes,french fries,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,grilled chicken,croutons,ceasar dressing,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};63.23999999999999;09/13/2022
84;928006887;{fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};31.200000000000003;09/13/2022
85;928006235;{buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,tater tots,lettuce,grilled chicken,croutons,ceasar dressing,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};45.079999999999984;09/13/2022
86;229000879;{fountain drink,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,pepperjack cheese,french fries,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};49.469999999999985;09/13/2022
87;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};47.469999999999985;09/13/2022
88;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink};16.36;09/13/2022
89;928006887;{lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink};17.259999999999998;09/13/2022
90;229000879;{buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};48.14999999999999;09/13/2022
91;928006887;{buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink};37.019999999999996;09/13/2022
92;229000879;{lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,grilled chicken,bacon,cheddar cheese,avocado,french fries,fountain drink,fountain drink,fountain drink,fountain drink};40.80999999999999;09/13/2022
93;229000879;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,fountain drink,fountain drink};14.36;09/13/2022
94;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,french fries,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,tater tots,fountain drink,buns,grilled chicken,bacon,cheddar cheese,avocado,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};60.41999999999999;09/13/2022
95;928006235;{lettuce,grilled chicken,croutons,ceasar dressing,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,grilled chicken,croutons,ceasar dressing,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};51.28999999999999;09/13/2022
96;229000879;{french fries,buns,beef,lettuce,onions,tomatoes,cheddar cheese,tater tots,fountain drink,fountain drink};16.85;09/13/2022
97;229000879;{fountain drink,buns,crispy chicken,fountain drink,fountain drink};12.159999999999998;09/13/2022
98;928006887;{tater tots,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};80.70999999999998;09/13/2022
99;928006887;{buns,grilled chicken,bacon,cheddar cheese,avocado,lettuce,grilled chicken,croutons,ceasar dressing,buns,grilled chicken,pepperjack cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};88.19999999999999;09/13/2022
100;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};24.940000000000005;09/13/2022
101;928006235;{tater tots,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink};17.95;09/13/2022
102;928006887;{lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink};9.48;09/13/2022
103;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,chicken tenders,chicken tenders,chicken tenders,honey mustard,tater tots,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,crispy chicken,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};61.12999999999999;09/13/2022
104;229000879;{buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink};16.37;09/14/2022
105;229000879;{buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink};19.66;09/14/2022
106;928006887;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};37.910000000000004;09/14/2022
107;928006887;{lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots};6.49;09/14/2022
108;928006887;{buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,tater tots,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink};24.540000000000003;09/14/2022
109;928006887;{buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};54.65999999999999;09/14/2022
110;928006235;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};67.94999999999999;09/14/2022
111;928006887;{tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink};7.67;09/14/2022
112;529006731;{french fries,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};39.99;09/14/2022
113;928006887;{buns,grilled chicken,pepperjack cheese,fountain drink};7.779999999999999;09/14/2022
114;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};56.04999999999998;09/14/2022
115;529006731;{buns,grilled chicken,bacon,cheddar cheese,avocado,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink};42.91;09/14/2022
116;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,buns,crispy chicken,fountain drink,fountain drink,buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};64.72999999999999;09/14/2022
117;928006887;{tater tots,buns,grilled chicken,pepperjack cheese,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,fountain drink,fountain drink};22.030000000000005;09/14/2022
118;928006235;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,fountain drink,fountain drink,fountain drink};27.940000000000005;09/14/2022
119;229000879;{chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink};29.42000000000001;09/14/2022
120;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,lettuce,grilled chicken,croutons,ceasar dressing,buns,beef,lettuce,onions,tomatoes,cheddar cheese,lettuce,chicken bacon,croutons,ranch,shredded cheddar,grape tomatoes,carrots,buns,crispy chicken,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};85.01999999999998;09/14/2022
121;229000879;{buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,beef,lettuce,onions,tomatoes,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};33.71000000000001;09/14/2022
122;529006731;{buns,crispy chicken,buns,grilled chicken,pepperjack cheese,buns,grilled chicken,bacon,cheddar cheese,avocado,buns,crispy chicken,french fries,chicken tenders,chicken tenders,chicken tenders,honey mustard,lettuce,hard boiled eggs,croutons,bacon,grape tomatoes,carrots,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,pepperjack cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};64.44;09/14/2022
123;229000879;{buns,grilled chicken,pepperjack cheese,chicken tenders,chicken tenders,chicken tenders,honey mustard,buns,chipotle,lettuce,onions,tomatoes,swiss cheese,bacon,buns,grilled chicken,pepperjack cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,grilled chicken,pepperjack cheese,french fries,tater tots,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};54.34999999999999;09/14/2022
124;529006731;{buns,beef,lettuce,onions,tomatoes,cheddar cheese,french fries,fountain drink,fountain drink};11.86;09/14/2022
125;928006887;{chicken tenders,chicken tenders,chicken tenders,honey mustard,fountain drink,french fries,tater tots,buns,beef,lettuce,onions,tomatoes,cheddar cheese,buns,beef,lettuce,onions,tomatoes,cheddar cheese,fountain drink,fountain drink,fountain drink,fountain drink,fountain drink};37.19;09/14/2022
